b,g,r,pele
100,138,196,1
98,27,17,2
116,154,219,1
140,174,228,1
60,100,152,1
167,163,114,2
115,155,213,1
205,204,170,2
149,167,232,1
100,92,157,2
153,178,228,1
158,157,101,2
57,98,147,1
30,16,134,2
31,34,18,2
128,176,242,1
173,173,127,2
36,38,8,2
133,172,224,1
34,33,5,2
60,105,156,1
72,82,122,1
203,201,171,2
124,157,226,1
182,179,135,2
194,201,158,2
135,173,221,1
255,254,255,2
172,177,240,1
163,179,226,1
6,184,0,2
87,90,35,2
63,64,22,2
63,125,196,1
81,89,129,1
165,166,127,2
63,126,187,1
177,193,235,1
178,175,131,2
125,163,227,1
105,122,225,2
182,179,135,2
3,0,2,2
176,174,126,2
175,171,170,2
179,178,134,2
66,92,129,1
54,56,20,2
240,205,172,2
40,0,144,2
31,32,6,2
139,142,93,2
92,90,36,2
96,150,221,1
114,69,132,2
167,183,236,1
51,108,169,1
118,164,218,1
160,159,108,2
16,14,3,2
190,174,161,2
79,91,69,2
119,159,218,1
1,2,0,2
109,152,209,1
174,171,126,2
183,183,137,2
49,93,140,1
180,182,192,2
53,58,19,2
194,193,155,2
51,53,17,2
96,138,215,1
35,36,34,2
7,5,0,2
50,102,148,1
181,194,238,1
113,144,205,1
88,117,186,1
49,50,48,2
255,253,188,2
98,195,191,2
104,149,222,1
206,214,254,1
163,193,250,1
108,138,203,1
143,170,237,1
159,148,140,2
104,141,197,1
183,190,177,2
22,23,21,2
245,249,250,2
74,86,126,1
182,179,134,2
47,103,158,1
120,164,228,1
178,196,243,1
160,174,227,1
184,142,36,2
140,159,220,1
41,92,155,1
38,0,142,2
105,142,210,1
47,166,88,2
233,218,209,2
138,135,84,2
148,183,223,1
162,160,106,2
197,196,158,2
161,165,130,2
32,31,3,2
62,63,19,2
67,68,24,2
75,110,176,1
140,140,86,2
52,48,47,2
115,116,66,2
195,194,156,2
71,126,193,1
158,160,118,2
169,182,234,1
45,91,48,2
110,150,208,1
118,117,59,2
53,52,38,2
122,158,212,1
178,176,128,2
57,58,18,2
30,30,0,2
143,138,193,1
132,136,94,2
171,185,234,1
169,182,234,1
116,155,217,1
100,140,205,1
200,198,163,2
97,143,220,1
15,12,0,2
13,0,203,2
155,193,225,1
202,200,165,2
94,143,217,1
75,116,195,1
177,174,129,2
49,104,155,1
104,153,223,1
190,190,150,2
0,183,0,2
110,156,227,1
167,167,121,2
142,141,85,2
130,160,231,1
54,55,21,2
236,149,123,2
42,44,22,2
199,198,160,2
127,131,89,2
168,167,116,2
175,174,124,2
201,199,164,2
99,147,219,1
150,151,109,2
39,64,50,2
115,140,174,1
178,176,128,2
175,170,125,2
114,113,63,2
53,94,143,1
140,134,97,2
157,185,245,1
190,191,175,2
163,178,227,1
168,169,127,2
168,168,120,2
129,160,229,1
65,88,136,1
147,183,253,1
9,7,6,2
160,179,222,1
69,126,187,1
164,163,113,2
79,87,127,1
98,97,39,2
93,89,64,2
154,194,253,1
157,192,255,1
5,5,5,2
149,149,103,2
84,50,210,2
74,87,125,1
21,28,199,2
2,157,36,2
201,199,164,2
144,146,104,2
164,162,114,2
130,132,90,2
140,140,86,2
51,52,36,2
182,179,134,2
73,105,154,1
45,48,23,2
118,152,212,1
182,179,135,2
62,102,154,1
43,100,156,1
83,119,189,1
53,110,172,1
74,78,26,2
184,183,139,2
117,121,172,1
142,141,83,2
163,162,112,2
130,130,130,2
0,0,187,2
141,183,242,1
95,68,12,2
178,175,130,2
187,182,137,2
68,67,17,2
61,123,193,1
144,153,217,1
168,165,120,2
222,225,255,1
169,183,236,1
200,212,254,1
11,1,185,2
113,153,212,1
116,116,70,2
98,136,194,1
109,110,54,2
174,184,131,2
183,181,133,2
142,178,232,1
104,107,57,2
149,185,245,1
56,102,150,1
156,192,246,1
194,190,155,2
150,144,201,1
149,167,214,1
73,126,193,1
51,93,140,1
107,122,232,2
160,195,235,1
184,181,136,2
186,206,253,1
114,151,219,1
148,157,221,1
198,198,158,2
49,102,152,1
175,189,237,1
199,125,69,2
206,190,177,2
101,144,225,1
14,14,0,2
202,216,222,2
148,190,249,1
166,181,230,1
139,137,83,2
53,98,149,1
131,0,130,2
59,102,153,1
129,134,95,2
157,112,38,2
181,178,133,2
148,186,250,1
15,10,1,2
56,57,17,2
157,159,113,2
170,170,124,2
130,129,73,2
135,162,226,1
62,89,146,1
163,177,229,1
167,163,114,2
110,152,219,1
54,55,21,2
17,20,0,2
169,141,124,2
148,183,227,1
201,200,162,2
139,141,89,2
200,198,163,2
140,180,245,1
193,191,150,2
47,107,161,1
159,163,128,2
182,178,137,2
140,164,230,1
111,232,252,2
15,25,19,2
142,184,243,1
123,154,205,1
30,67,59,2
43,87,134,1
226,229,233,2
183,179,138,2
135,138,89,2
149,188,216,1
51,103,149,1
98,145,226,1
139,140,90,2
66,119,176,1
178,175,131,2
83,116,189,1
58,106,170,1
169,180,238,1
183,185,139,2
80,87,126,1
103,106,60,2
130,170,218,1
162,179,222,1
112,111,53,2
184,183,139,2
106,103,59,2
110,234,252,2
168,182,235,1
77,124,206,1
159,162,123,2
71,72,33,2
171,170,119,2
63,64,24,2
134,132,78,2
154,156,104,2
145,147,95,2
142,184,243,1
125,163,217,1
7,2,0,2
15,14,0,2
118,155,105,2
148,183,239,1
186,184,144,2
115,153,211,1
6,8,2,2
159,172,234,1
43,45,26,2
111,137,184,1
203,212,255,1
142,172,219,1
169,175,116,2
73,90,139,1
181,178,134,2
117,165,229,1
51,53,17,2
54,59,20,2
133,161,226,1
55,59,23,2
113,112,54,2
173,189,242,1
53,54,14,2
65,68,23,2
107,111,59,2
43,29,215,2
165,161,112,2
90,137,223,1
63,64,32,2
1,0,171,2
98,92,85,2
185,180,135,2
98,144,221,1
112,156,217,1
117,118,68,2
157,159,107,2
16,7,188,2
70,122,192,1
144,142,88,2
176,177,135,2
144,183,251,1
252,254,255,2
193,190,169,2
180,177,132,2
154,192,255,1
166,183,239,1
153,155,109,2
141,169,234,1
198,211,255,1
152,164,228,1
154,157,108,2
165,181,227,1
52,47,240,2
184,183,139,2
136,137,93,2
180,180,134,2
0,1,2,2
99,206,233,2
97,149,216,1
73,81,121,1
205,216,254,1
58,98,150,1
54,56,37,2
70,73,28,2
11,6,7,2
65,129,184,1
150,172,23,2
64,64,24,2
34,36,7,2
60,62,26,2
98,142,219,1
183,181,133,2
157,194,255,1
56,117,179,1
157,159,113,2
117,155,209,1
54,55,21,2
136,140,193,1
124,157,226,1
73,82,125,1
255,252,252,2
175,176,126,2
150,149,93,2
102,139,199,1
64,83,140,1
202,200,165,2
147,194,248,1
51,100,162,1
110,146,216,1
81,91,131,1
180,178,137,2
168,163,114,2
107,110,108,2
180,180,134,2
75,117,192,1
172,186,238,1
173,168,129,2
241,246,249,2
136,135,115,2
145,185,250,1
174,169,124,2
128,133,88,2
104,141,203,1
154,192,255,1
58,100,147,1
111,117,170,1
1,1,1,2
161,163,117,2
108,152,211,1
51,53,17,2
203,201,167,2
49,72,134,1
131,164,227,1
152,156,115,2
136,138,92,2
153,171,230,1
75,70,37,2
99,103,154,1
169,183,236,1
179,177,129,2
64,125,187,1
132,129,74,2
172,171,121,2
152,190,224,1
108,210,205,2
178,175,131,2
146,164,229,1
180,177,132,2
97,150,223,1
96,136,225,1
37,101,89,2
54,102,150,1
138,140,88,2
168,184,227,1
100,131,192,1
119,118,60,2
167,163,114,2
123,126,76,2
197,96,121,2
53,104,147,1
168,184,230,1
202,201,163,2
99,145,222,1
107,147,229,1
175,173,125,2
44,96,156,1
33,34,8,2
183,180,135,2
117,155,219,1
168,175,232,1
171,167,126,2
115,154,216,1
99,97,43,2
146,166,23,2
100,149,219,1
166,200,255,1
26,26,2,2
85,34,14,2
179,176,132,2
128,130,88,2
66,70,29,2
71,87,129,1
71,71,53,2
142,182,247,1
146,186,251,1
94,143,217,1
105,105,57,2
132,163,218,1
58,57,31,2
131,161,210,1
98,138,203,1
142,147,202,1
142,142,96,2
113,152,214,1
25,84,70,2
138,171,221,1
106,81,249,2
116,152,216,1
131,173,220,1
91,143,219,1
42,100,152,1
39,102,146,1
29,20,17,2
61,106,157,1
138,139,89,2
171,189,242,1
185,184,140,2
17,16,12,2
110,148,202,1
183,181,133,2
52,95,144,1
255,0,255,2
151,189,253,1
145,165,22,2
233,189,152,2
56,107,170,1
77,176,234,2
153,190,255,1
212,212,218,2
40,40,28,2
176,172,131,2
177,180,135,2
120,148,219,1
140,164,230,1
146,148,96,2
52,56,20,2
113,118,173,1
139,133,96,2
165,165,117,2
105,145,198,1
178,175,130,2
129,156,223,1
159,162,117,2
135,134,76,2
131,171,219,1
44,104,163,1
75,110,178,1
137,177,226,1
168,184,230,1
163,161,113,2
53,96,145,1
181,178,134,2
103,109,54,2
182,198,245,1
113,154,216,1
201,200,162,2
151,192,255,1
150,187,255,1
202,200,165,2
47,103,150,1
248,211,203,2
71,73,27,2
165,179,232,1
170,168,120,2
134,161,217,1
46,42,41,2
178,176,128,2
110,150,209,1
44,93,139,1
178,179,137,2
171,170,120,2
55,105,158,1
160,164,129,2
178,179,137,2
178,174,126,2
168,168,120,2
179,178,134,2
125,158,227,1
53,53,17,2
80,83,33,2
183,179,138,2
96,129,192,1
164,163,113,2
121,150,225,1
142,186,249,1
48,105,157,1
36,87,137,1
84,82,34,2
148,162,221,1
178,166,126,2
203,202,168,2
84,92,132,1
94,139,206,1
141,140,82,2
183,184,140,2
134,139,88,2
147,158,216,1
201,141,201,2
122,152,217,1
66,68,22,2
164,164,118,2
82,90,130,1
138,136,82,2
189,190,146,2
54,95,144,1
144,146,94,2
15,17,11,2
124,163,215,1
88,30,8,2
154,158,117,2
160,160,114,2
197,195,160,2
112,152,210,1
16,14,3,2
118,155,211,1
158,161,111,2
104,93,103,2
170,171,127,2
183,181,133,2
90,193,188,2
207,216,254,1
170,169,119,2
154,153,97,2
118,160,207,1
140,140,86,2
170,166,118,2
104,103,65,2
177,176,126,2
173,189,236,1
70,72,26,2
149,173,233,1
172,188,231,1
130,172,219,1
125,131,84,2
199,198,160,2
171,170,120,2
199,197,163,2
50,102,148,1
167,166,132,2
182,181,137,2
125,156,225,1
169,185,232,1
195,193,152,2
227,222,223,2
4,0,1,2
151,186,236,1
236,245,249,2
53,52,14,2
156,159,120,2
109,111,52,2
137,140,90,2
86,30,19,2
150,188,218,1
81,90,128,1
58,103,154,1
102,128,165,1
11,8,0,2
104,104,50,2
125,157,223,1
48,94,141,1
5,2,0,2
202,200,166,2
42,93,156,1
133,136,90,2
35,37,7,2
148,186,250,1
183,181,133,2
180,177,133,2
197,195,160,2
180,179,135,2
164,162,114,2
196,196,160,2
156,192,238,1
45,46,44,2
144,179,252,1
152,175,231,1
123,154,223,1
58,59,19,2
148,149,109,2
141,184,251,1
110,104,63,2
169,183,231,1
100,136,190,1
146,114,14,2
173,189,231,1
130,164,218,1
163,162,112,2
174,176,140,2
164,162,114,2
197,195,160,2
161,187,234,1
149,171,23,2
122,146,166,1
152,170,235,1
62,119,180,1
199,197,162,2
73,79,124,1
209,215,250,1
146,148,96,2
181,177,136,2
127,164,216,1
83,92,129,1
127,164,220,1
121,124,179,1
182,178,137,2
91,140,216,1
155,150,177,2
172,188,230,1
168,184,231,1
220,206,200,2
98,144,221,1
106,155,225,1
99,149,221,1
65,91,127,1
70,76,35,2
122,156,222,1
189,189,149,2
35,34,6,2
126,128,86,2
164,163,113,2
150,149,93,2
175,175,121,2
198,196,161,2
172,171,121,2
96,102,155,1
37,88,151,1
101,111,165,1
153,191,255,1
178,180,138,2
196,195,157,2
143,161,226,1
56,55,41,2
148,182,228,1
60,119,181,1
187,187,141,2
119,157,221,1
135,170,226,1
46,48,12,2
129,160,229,1
158,195,253,1
203,211,251,1
99,130,191,1
205,215,255,1
57,50,33,2
172,187,236,1
201,200,162,2
135,162,229,1
164,168,132,2
92,135,222,1
152,194,253,1
96,132,202,1
163,163,115,2
170,186,228,1
27,41,23,2
123,163,212,1
2,139,108,2
18,8,192,2
108,147,202,1
112,147,221,1
111,149,214,1
72,113,192,1
113,146,215,1
94,96,44,2
194,193,155,2
175,178,183,2
64,112,176,1
127,0,130,2
200,198,163,2
60,62,26,2
129,163,217,1
87,65,243,2
145,147,105,2
165,163,115,2
90,134,198,1
69,78,122,1
176,173,122,2
81,53,207,2
176,191,237,1
103,149,226,1
172,170,122,2
172,172,126,2
175,172,127,2
10,8,0,2
164,174,228,1
54,55,21,2
96,131,195,1
170,191,252,1
194,194,158,2
147,186,254,1
127,171,225,1
118,117,59,2
231,213,76,2
174,185,235,1
168,181,237,1
5,4,0,2
252,0,254,2
63,68,23,2
94,145,215,1
180,178,130,2
56,78,213,2
185,184,140,2
180,179,135,2
139,169,228,1
82,82,28,2
199,197,162,2
79,87,127,1
149,187,251,1
170,166,118,2
192,192,146,2
123,119,71,2
169,183,235,1
47,98,161,1
133,136,86,2
98,129,190,1
120,153,222,1
20,16,15,2
201,211,251,1
105,94,104,2
56,98,145,1
137,138,88,2
178,175,131,2
105,108,59,2
151,185,221,1
199,197,163,2
2,0,0,2
51,103,163,1
54,54,18,2
196,193,155,2
151,146,201,1
172,168,119,2
117,149,208,1
122,172,38,2
8,9,0,2
98,99,55,2
205,204,170,2
73,87,136,1
157,195,253,1
109,108,50,2
189,92,119,2
115,114,56,2
163,159,111,2
72,88,125,1
140,132,85,2
246,250,251,2
155,175,233,1
29,30,4,2
171,170,120,2
107,105,57,2
175,172,121,2
155,192,254,1
39,83,137,1
89,91,69,2
97,147,223,1
82,110,145,1
116,151,217,1
117,149,208,1
15,5,189,2
125,164,219,1
43,95,155,1
4,182,0,2
119,152,221,1
58,103,154,1
149,191,255,1
61,120,182,1
101,148,202,1
179,166,120,2
61,94,144,1
151,169,228,1
0,0,0,2
137,135,87,2
173,170,125,2
204,203,169,2
153,174,219,1
183,180,142,2
120,119,61,2
81,117,171,1
157,194,255,1
90,88,34,2
161,187,233,1
190,188,148,2
64,69,24,2
147,188,250,1
135,160,224,1
55,59,17,2
180,179,135,2
178,176,135,2
70,73,48,2
188,190,191,2
177,177,131,2
67,76,120,1
99,94,155,2
198,197,159,2
182,178,137,2
90,93,38,2
70,120,173,1
169,169,123,2
181,181,135,2
102,143,206,1
175,190,239,1
151,175,235,1
207,204,173,2
197,195,160,2
127,162,212,1
121,126,181,1
151,189,253,1
171,185,233,1
68,69,25,2
165,182,225,1
112,152,210,1
140,140,86,2
15,14,0,2
171,170,142,2
120,153,222,1
130,166,226,1
170,170,156,2
197,194,150,2
10,10,4,2
54,108,161,1
179,177,129,2
123,156,219,1
200,210,250,1
108,152,215,1
114,152,217,1
199,197,162,2
130,157,221,1
162,160,106,2
63,64,20,2
255,0,255,2
202,200,165,2
188,189,149,2
97,140,197,1
228,227,213,2
103,144,193,1
255,249,182,2
101,150,226,1
167,181,234,1
163,162,112,2
159,173,222,1
169,168,117,2
198,196,162,2
78,84,131,1
136,177,226,1
19,19,7,2
47,104,160,1
37,36,10,2
179,176,132,2
114,158,219,1
165,164,114,2
68,68,54,2
110,211,209,2
160,163,124,2
136,139,90,2
137,182,249,1
101,139,197,1
136,138,92,2
169,173,137,2
221,212,203,2
55,59,24,2
104,108,161,1
197,197,157,2
116,157,219,1
18,15,0,2
56,110,165,1
136,161,217,1
151,163,227,1
199,208,251,1
34,84,144,1
102,150,222,1
35,0,0,2
139,177,219,1
73,76,30,2
177,176,126,2
117,155,220,1
64,130,201,1
107,115,174,1
158,162,126,2
80,87,130,1
49,99,157,1
125,156,225,1
71,72,30,2
160,176,223,1
51,93,76,2
131,131,83,2
152,164,228,1
53,57,22,2
176,175,124,2
129,133,92,2
118,149,218,1
168,165,120,2
163,162,112,2
169,170,126,2
154,192,255,1
64,114,172,1
130,162,227,1
171,170,120,2
141,140,82,2
125,158,207,1
122,123,73,2
199,197,162,2
21,20,10,2
138,174,222,1
0,0,0,2
77,89,129,1
245,250,249,2
122,158,228,1
181,185,173,2
118,155,213,1
27,62,52,2
99,100,58,2
74,111,191,1
146,182,236,1
39,37,7,2
38,87,135,1
155,193,255,1
9,7,0,2
60,121,185,1
162,160,120,2
106,127,159,1
197,196,158,2
81,87,130,1
137,139,93,2
11,4,185,2
119,174,35,2
104,151,219,1
190,190,160,2
111,110,52,2
127,158,227,1
124,155,224,1
168,184,230,1
49,117,184,1
154,192,255,1
131,134,84,2
61,62,20,2
139,139,85,2
130,161,230,1
73,83,123,1
40,85,128,1
150,152,100,2
28,31,15,2
7,9,9,2
40,93,150,1
162,181,232,1
118,157,226,1
54,59,20,2
95,149,220,1
33,177,28,2
9,8,4,2
66,69,24,2
199,209,249,1
95,97,151,1
54,85,136,1
38,89,152,1
150,168,233,1
56,99,150,1
167,179,233,1
150,95,218,2
82,109,146,1
137,172,222,1
184,178,135,2
179,177,129,2
175,175,129,2
105,154,216,1
73,73,37,2
156,158,122,2
136,169,225,1
65,66,26,2
95,135,188,1
94,70,234,2
155,157,115,2
58,114,173,1
168,165,114,2
84,81,30,2
173,172,122,2
200,210,250,1
247,249,249,2
15,15,3,2
126,169,232,1
189,186,148,2
165,167,137,2
164,162,114,2
69,104,170,1
199,198,160,2
78,86,126,1
138,139,89,2
135,135,189,1
129,139,209,1
164,163,113,2
55,107,153,1
165,181,227,1
179,176,132,2
173,172,122,2
170,186,239,1
152,158,123,2
59,114,175,1
55,19,227,2
41,93,153,1
37,37,25,2
97,145,217,1
122,160,214,1
98,149,222,1
28,30,8,2
51,117,182,1
141,142,92,2
169,185,228,1
76,84,124,1
137,171,224,1
43,29,215,2
126,129,184,1
172,171,121,2
63,64,22,2
201,211,251,1
60,64,29,2
145,184,229,1
154,159,222,1
138,144,89,2
66,67,23,2
96,89,150,2
138,136,112,2
173,172,122,2
121,158,216,1
150,188,252,1
57,59,23,2
127,130,185,1
0,2,0,2
43,97,150,1
97,140,207,1
76,86,126,1
178,175,131,2
133,172,224,1
168,168,120,2
85,83,29,2
70,70,24,2
47,93,140,1
139,172,221,1
161,162,112,2
99,144,218,1
0,0,255,2
97,134,184,1
49,89,137,1
102,137,203,1
163,160,109,2
112,115,170,1
52,56,21,2
95,92,148,2
134,163,230,1
255,253,255,2
145,189,250,1
74,76,30,2
48,94,152,1
110,158,216,1
65,71,30,2
137,137,191,1
43,56,42,2
181,178,134,2
100,142,219,1
159,180,231,1
182,179,135,2
57,59,23,2
152,146,201,1
82,117,191,1
69,71,25,2
130,170,228,1
53,58,19,2
231,160,97,2
201,211,251,1
177,193,239,1
141,172,223,1
104,149,222,1
155,190,234,1
167,181,233,1
57,59,23,2
61,61,31,2
123,154,223,1
131,132,188,1
202,200,165,2
0,137,105,2
59,120,182,1
146,171,235,1
60,116,175,1
42,99,155,1
145,143,89,2
126,159,228,1
148,162,221,1
148,147,91,2
164,163,113,2
174,175,131,2
114,109,76,2
164,163,113,2
96,133,189,1
67,68,24,2
73,128,189,1
177,192,241,1
129,129,129,2
147,109,37,2
147,151,110,2
54,101,155,1
196,207,255,1
148,149,99,2
149,185,221,1
21,36,15,2
99,137,195,1
118,122,175,1
96,127,190,1
196,207,251,1
126,166,214,1
196,195,157,2
80,88,128,1
97,150,223,1
148,189,252,1
167,178,228,1
48,101,151,1
92,70,249,2
129,168,220,1
134,165,234,1
97,142,223,1
116,155,217,1
0,2,175,2
63,130,199,1
124,159,225,1
170,187,230,1
155,192,254,1
155,139,86,2
148,181,226,1
109,112,63,2
201,200,162,2
158,157,101,2
143,144,94,2
167,171,130,2
166,179,225,1
173,170,125,2
81,91,131,1
104,145,214,1
84,53,214,2
37,35,17,2
171,170,119,2
42,43,11,2
117,119,?,1
62,63,21,2
151,154,105,2
70,81,119,1
167,163,115,2
68,123,184,1
153,189,227,1
76,79,30,2
175,176,134,2
168,212,171,2
112,155,218,1
39,42,40,2
57,115,174,1
148,145,201,1
171,170,119,2
127,132,87,2
168,171,122,2
106,152,129,2
144,142,88,2
94,92,38,2
165,164,114,2
157,161,126,2
197,195,161,2
54,55,21,2
210,220,255,1
0,137,254,2
130,165,229,1
69,70,28,2
125,129,87,2
130,132,90,2
56,58,22,2
118,150,223,1
148,186,250,1
80,83,28,2
192,188,147,2
114,168,233,1
85,83,29,2
145,143,89,2
142,143,93,2
61,61,21,2
39,99,153,1
185,183,135,2
230,240,247,2
127,133,86,2
140,180,252,1
128,129,90,2
203,212,255,1
101,149,221,1
11,13,7,2
210,211,215,2
232,109,83,2
39,105,247,2
123,164,227,1
150,148,94,2
200,198,163,2
47,44,39,2
201,199,164,2
154,190,228,1
110,144,204,1
197,195,160,2
179,177,129,2
111,141,168,1
185,186,142,2
139,139,85,2
178,175,131,2
98,97,46,2
44,95,151,1
97,97,79,2
199,197,162,2
19,254,255,2
142,141,85,2
168,168,120,2
142,160,219,1
53,55,19,2
179,177,129,2
150,145,200,1
201,200,162,2
182,182,136,2
174,172,124,2
84,92,132,1
54,54,18,2
78,90,130,1
161,198,255,1
145,183,241,1
255,128,0,2
182,179,135,2
175,172,127,2
82,81,55,2
155,191,255,1
99,202,197,2
117,152,216,1
102,106,54,2
46,98,158,1
149,186,254,1
52,56,20,2
43,67,125,1
15,14,0,2
65,66,22,2
5,2,0,2
104,144,216,1
113,151,215,1
63,80,131,1
200,198,163,2
61,79,132,1
154,156,110,2
131,74,95,2
115,139,169,1
168,182,234,1
54,96,141,1
156,164,224,1
115,118,173,1
68,71,32,2
200,198,164,2
179,176,132,2
167,168,134,2
164,162,114,2
141,140,82,2
31,72,44,2
62,124,195,1
201,199,164,2
138,141,92,2
34,36,6,2
171,170,119,2
116,115,57,2
198,210,252,1
31,32,22,2
179,177,136,2
156,193,255,1
94,129,193,1
83,83,35,2
164,163,113,2
161,165,130,2
175,178,129,2
54,96,143,1
166,166,118,2
52,51,13,2
15,14,10,2
164,163,112,2
75,133,198,1
178,175,131,2
48,103,154,1
178,178,132,2
82,134,204,1
179,177,129,2
132,164,217,1
10,8,0,2
158,178,233,1
149,94,217,2
174,184,238,1
172,168,119,2
195,194,156,2
205,204,170,2
147,162,225,1
78,80,38,2
241,204,170,2
192,192,152,2
145,143,89,2
152,190,254,1
181,180,130,2
86,87,37,2
142,167,231,1
167,176,126,2
123,157,223,1
178,174,180,2
172,171,121,2
199,197,162,2
173,172,122,2
145,170,110,2
58,103,154,1
60,61,22,2
173,187,236,1
165,164,113,2
204,202,168,2
29,47,30,2
53,56,24,2
99,142,215,1
131,132,93,2
171,183,237,1
91,163,81,2
158,177,222,1
149,165,231,1
14,14,8,2
136,140,91,2
100,93,154,2
41,42,10,2
145,181,229,1
180,179,135,2
56,110,170,1
154,153,97,2
117,150,213,1
149,187,251,1
81,78,27,2
151,189,253,1
57,87,144,1
124,163,215,1
175,173,125,2
167,182,231,1
34,35,9,2
136,139,89,2
164,164,116,2
53,99,147,1
8,20,8,2
164,180,227,1
172,186,238,1
70,73,24,2
174,179,124,2
51,113,177,1
173,171,123,2
192,193,197,2
37,11,0,2
57,50,57,2
90,68,247,2
52,94,141,1
179,176,131,2
42,95,152,1
195,194,156,2
139,179,244,1
26,13,221,2
173,172,122,2
14,12,1,2
157,161,126,2
151,173,231,1
81,87,128,1
141,183,236,1
92,87,149,2
1,1,1,2
184,186,186,2
155,192,254,1
107,152,225,1
182,179,135,2
135,169,223,1
186,184,144,2
150,168,233,1
155,195,254,1
98,138,221,1
188,184,136,2
157,175,228,1
198,197,163,2
140,139,81,2
136,163,230,1
138,142,93,2
36,35,1,2
92,121,190,1
180,196,243,1
121,125,176,1
201,200,162,2
150,188,252,1
161,159,105,2
13,6,187,2
165,164,114,2
122,153,222,1
188,185,141,2
102,103,47,2
55,42,250,2
199,208,252,1
100,93,154,2
144,184,249,1
167,163,115,2
103,145,210,1
148,184,230,1
175,172,127,2
175,173,125,2
124,163,215,1
131,166,216,1
57,113,172,1
58,100,145,1
156,156,110,2
16,42,19,2
83,89,130,1
121,161,226,1
127,167,219,1
92,135,214,1
197,197,157,2
103,144,217,1
150,187,255,1
54,55,16,2
199,197,163,2
55,121,186,1
136,171,221,1
100,149,225,1
153,156,107,2
50,102,148,1
179,177,129,2
47,49,30,2
176,174,126,2
109,149,207,1
30,26,2,2
155,174,217,1
90,91,49,2
175,172,127,2
195,211,254,1
68,69,25,2
99,94,155,2
114,152,210,1
51,84,133,1
110,226,237,2
56,55,41,2
54,73,130,1
32,33,7,2
53,95,142,1
56,106,158,1
179,180,138,2
168,175,238,1
137,179,244,1
191,192,153,2
103,122,233,2
55,55,25,2
228,121,137,2
77,84,127,1
61,79,132,1
112,111,53,2
147,150,101,2
136,142,93,2
201,200,162,2
164,163,113,2
104,149,216,1
150,188,252,1
147,92,215,2
150,159,222,1
0,0,188,2
54,31,223,2
197,195,161,2
172,171,121,2
65,66,26,2
106,104,50,2
173,169,120,2
153,158,119,2
160,163,124,2
172,171,121,2
134,136,190,1
88,90,60,2
204,214,254,1
52,56,20,2
255,247,187,2
170,166,118,2
136,139,90,2
135,155,186,1
120,150,221,1
60,118,183,1
134,119,73,2
178,177,133,2
172,169,124,2
177,175,140,2
198,198,158,2
67,68,24,2
169,184,233,1
124,161,213,1
108,151,218,1
95,94,43,2
32,33,7,2
180,181,139,2
172,188,235,1
187,194,189,2
90,92,33,2
148,151,102,2
14,180,19,2
10,4,9,2
149,192,255,1
116,159,210,1
109,149,207,1
116,157,212,1
164,163,113,2
173,174,130,2
165,165,117,2
132,132,132,2
57,105,169,1
145,163,228,1
54,56,20,2
197,193,158,2
110,108,77,2
68,72,31,2
118,151,214,1
92,130,188,1
64,65,39,2
62,62,22,2
158,195,253,1
174,188,240,1
97,176,97,2
127,136,239,2
138,165,216,1
0,3,1,2
118,153,217,1
114,139,171,1
165,183,230,1
157,156,100,2
170,182,236,1
200,197,159,2
3,2,0,2
57,61,20,2
255,255,128,2
67,126,195,1
10,251,252,2
187,185,137,2
186,206,254,1
168,185,228,1
86,179,218,2
201,197,162,2
175,174,123,2
180,178,137,2
77,91,127,1
148,180,233,1
122,125,180,1
157,194,255,1
239,220,85,2
140,141,91,2
54,55,16,2
115,114,56,2
176,175,125,2
57,97,149,1
55,103,167,1
141,140,84,2
160,174,227,1
139,166,230,1
40,97,153,1
48,44,203,2
164,160,112,2
206,216,255,1
33,32,11,2
165,165,117,2
37,75,47,2
50,105,148,1
235,190,156,2
157,197,255,1
46,63,120,1
61,61,25,2
161,163,121,2
171,166,111,2
172,188,231,1
109,112,56,2
172,171,121,2
199,208,251,1
178,176,128,2
162,160,106,2
113,151,216,1
183,180,135,2
182,179,135,2
126,159,228,1
58,58,22,2
97,148,221,1
186,186,146,2
142,141,85,2
121,161,226,1
38,38,8,2
161,161,113,2
81,117,193,1
179,177,129,2
50,102,162,1
3,1,1,2
116,158,225,1
0,1,0,2
173,189,232,1
70,128,194,1
200,198,163,2
67,67,27,2
197,198,156,2
115,113,73,2
62,61,51,2
132,159,226,1
31,32,6,2
199,197,162,2
161,178,221,1
199,197,163,2
78,86,126,1
179,177,129,2
157,155,101,2
167,163,114,2
1,2,0,2
163,162,111,2
47,49,27,2
3,3,3,2
157,160,115,2
59,57,16,2
173,162,124,2
73,72,44,2
176,173,122,2
135,135,135,2
147,189,254,1
100,149,225,1
153,156,107,2
204,202,168,2
96,95,39,2
57,116,172,1
129,154,216,1
8,9,0,2
90,135,216,1
139,181,240,1
145,165,230,1
47,99,159,1
138,99,21,2
59,106,168,1
255,0,128,2
88,135,216,1
117,116,65,2
32,33,7,2
156,196,254,1
96,142,220,1
60,112,165,1
108,210,205,2
231,213,76,2
104,103,47,2
102,151,227,1
81,89,129,1
51,101,159,1
111,165,218,1
148,151,102,2
97,144,218,1
28,52,142,2
2,136,106,2
160,179,224,1
25,25,11,2
202,201,163,2
106,144,208,1
123,175,37,2
131,129,75,2
255,0,255,2
